NAME, ADDRESS, MAP, TELEPHONE, TYPE, URL
"GoatHouse Brewing Co.","600 Wise Rd Lincoln, CA 95648-8518 | ",Map,Phone: (916) 740-9100,Type: Micro,www.goathousebrewing.com
"GoCraft Brewing"," Arlington, VA 22202",Map,Phone: (571) 296-1971,Type: Planning,www.gocraft.co
"Gold Buckle Brewing Company","8500 Zuni Street Denver, CO 80260-5007 | ",Map,Phone: (303) 226-1862,Type: Proprietor,
"Gold Camp Brewing Co","1007 S Tejon St Colorado Springs, CO 80903-4238 | ",Map,Phone: (719) 695-0344,Type: Micro,
"Gold Hill Brewery","5660 Vineyard Ln Placerville, CA 95667-9330 | ",Map,Phone: (530) 626-6522,Type: Micro,www.goldhillvineyard.com
"Gold Rush Beer"," Mile 2 Klondike Hwy Skagway, AK 99840 | ",Map,Phone: (907) 983-2434,Type: Brewpub,www.goldrushbeer.com
"Golden Avalanche Brewing Co","272 W Main St Kutztown, PA 19530-1604 | ",Map,Phone: (610) 683-9600,Type: Brewpub,www.kutztowntavern.com/GoldenAvalancheBrewery
"Golden Block Brewery","1227 Greene St Silverton, CO 81433 | ",Map,Phone: (970) 387-5962,Type: Brewpub,www.goldenblockbrewery.com
"Golden City Brewery","920 12th St Golden, CO 80401-1181 | ",Map,Phone: (303) 279-8092,Type: Micro,
"Golden Road Brewing","5410 W San Fernando Rd Los Angeles, CA 90039-1015 | ",Map,Phone: (213) 542-6039,Type: Large,www.goldenroad.la
"Golden State Brewery","1252 Memorex Dr Santa Clara, CA 95050-2812 | ",Map,Phone: (408) 727-2337,Type: Micro,www.goldenstate.beer
"Golden State Cider","3595 Gravenstein Hwy South Suite 102A Sebastopol, CA 95472 | ",Map,,Type: Contract,drinkgoldenstate.com
"Golden Valley Brewery and Pub","980 NE 4th St McMinnville, OR 97128-4308 | ",Map,,Type: Brewpub,
"Goldhorn Brewery","1361 E 55th St Cleveland, OH 44103-1301 | ",Map,,Type: Brewpub,
"Goldspot Brewing Co","4970 Lowell Blvd Denver, CO 80221-1028 | ",Map,Phone: (303) 955-5657,Type: Micro,www.goldspotbrewing.com
"Goldwater Brewing Co","3608 N Scottsdale Rd Scottsdale, AZ 85251-5612 | ",Map,Phone: (480) 350-7305,Type: Micro,www.goldwaterbrewing.com
"Goliad Brewing Company","252 Metting Rd Goliad, TX 77963-3966 | ",Map,Phone: (281) 782-7860,Type: Micro,www.goliadbrewing.com
"Gonzo's BigDogg Brewery","140 S Westnedge Ave Kalamazoo, MI 49007-4600 | ",Map,Phone: (269) 382-2739,Type: Brewpub,www.gonzosbiggdoggbrewing.com
"Good Ass Beer"," Forest Lake, MN ",Map,,Type: Contract,
"Good Brewing Company","16104 125th Pl Ne Woodinville, WA 98072-7983 | ",Map,Phone: (425) 247-3245,Type: Micro,www.globalbeercompany.com
"Good City Brewing Company","2108 N Farwell Ave Milwaukee, WI 53202-1115 | ",Map,Phone: (414) 539-4173,Type: Brewpub,www.goodcitybrewing.com
"Good Earth Brewing"," Terrebonne, OR 97760-9709",Map,Phone: (559) 860-9998,Type: Planning,www.goodearthbrewing.com
"Good Hops Brewing LLC","811 Harper Avenue Carolina Beach, NC 28428 | ",Map,Phone: (706) 713-1594,Type: Micro,www.goodhopsbrewing.com
"Good Measure Brewing Co","17 East St Northfield, VT 05663-6719 | ",Map,,Type: Micro,www.goodmeasurebrewing.com
"Good Nature Farm Brewery","1727  State Route 12B Hamilton, NY 13346-2268 | ",Map,Phone: (315) 824-2337,Type: Micro,goodnaturebrewing.com
"Good Neighbor Brews","211 Regency Dr Wylie, TX 75098-7089 | ",Map,Phone: 469-471-4287,Type: Micro,www.goodneighborbrews.com
"Good Neighbor Organic Winery & Brewery / Big O Brewery","3324 S Maple Valley Rd Suttons Bay, MI 49682-9131 | ",Map,Phone: (231) 386-5636,Type: Micro,www.goodneighbororganic.com
"Good News Brewing Company","330 Sonderen Street Ofallon, MO 63366 | ",Map,Phone: (636) 294-6593,Type: Brewpub,goodnewsbrewing.com
"Good People Brewing Co","114 14th St S Birmingham, AL 35233-1415 | ",Map,Phone: (615) 498-4165,Type: Proprietor,www.goodpeoplebrewing.com
"Good River Beer Company","4972 Easley Road Golden, CO 80403 | ",Map,Phone: (602) 369-7442,Type: Contract,www.goodriverbeer.com
"Good Times Brewing","237 Maxwell Ave Greenwood, SC 29646-2616 | ",Map,Phone: (864) 993-7302,Type: Brewpub,www.goodtimesbrewing.beer
"GoodLife Brewing Company","70 SW Century Ave 100-464 Bend, OR 97701 | ",Map,Phone: (541) 728-0749,Type: Regional,www.goodlifebrewing.com
"GoodWater Brewery","740 Marshall Ave Williston, VT 05495-8978 | ",Map,Phone: (802) 999-7396,Type: Micro,www.goodwaterbreweryvt.com
"Goodwood Brewing Co","636 E Main St Louisville, KY 40202-1004 | ",Map,Phone: (502) 584-2739,Type: Micro,www.goodwood.beer
"Goose And The Monkey Brew House, LLC"," Lexington, NC 27292",Map,Phone: (336) 240-5310,Type: Planning,www.gooseandthemonkeybrewhouse.com
"Goose Island Beer Co / Fulton St","1800 W Fulton St Chicago, IL 60612-2512 | ",Map,,Type: Contract,
"Goose Island Brewpub","1800 N Clybourn Ave Ste B Chicago, IL 60614-4895 | ",Map,Phone: (312) 915-0071,Type: Large,www.gooseisland.com
"Gordon Biersch Brewery Restaurant - Annapolis","1906 Towne Centre Blvd Ste 155 Annapolis, MD 21401-3681 | ",Map,Phone: (410) 266-5965,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Atlanta","3242 Peachtree Rd NE Atlanta, GA 30305-2425 | ",Map,Phone: (404) 264-0253,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Baltimore","1000 Lancaster St Ste B Baltimore, MD 21202-4631 | ",Map,Phone: (410) 230-9501,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Bolingbrook","639 E Boughton Rd Ste 100 Bolingbrook, IL 60440-3126 | ",Map,Phone: (630) 739-6036,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Broomfield","1 Flatiron Cir Ste 428 Broomfield, CO 80021-8214 | ",Map,Phone: (720) 887-2991,Type: Brewpub,www.gordonbiersch.com/restaurant
"Gordon Biersch Brewery Restaurant - Buffalo","Store P102 Galleria Drive Cheektowaga, NY 14225-5408 | ",Map,Phone: (716) 683-0050,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Burbank","145 S San Fernando Blvd Burbank, CA 91502-1322 | ",Map,Phone: (818) 569-5240,Type: Brewpub,www.gordonbiersch.com/restaurant
"Gordon Biersch Brewery Restaurant - Columbus","401 N Front St Columbus, OH 43215-2254 | ",Map,Phone: (614) 246-2900,Type: Brewpub,www.gordonbiersch.com/restaurant
"Gordon Biersch Brewery Restaurant - Dallas","8060 Park Ln Ste 125 Dallas, TX 75231-6038 | ",Map,Phone: (214) 369-2739,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Glendale","6915 N 95th Ave Glendale, AZ 85305-2488 | ",Map,Phone: (623) 877-4300,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Honolulu","Aloha Towers Ste 1123/101 Ala Moana Blvd Honolulu, HI 96813-4803 | ",Map,Phone: (808) 599-4877,Type: Brewpub,www.gordonbiersch.com/restaurant
"Gordon Biersch Brewery Restaurant - Kansas City","100 E 14th St Kansas City, MO 64105 | ",Map,Phone: (423) 424-2000,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Las Vegas","3987 Paradise Rd Las Vegas, NV 89169-4607 | ",Map,Phone: (702) 312-5247,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Louisville","400 S 4th St Louisville, KY 40202-3418 | ",Map,Phone: (502) 589-8935,Type: Brewpub,www.gordonbiersch.com/restaurant
"Gordon Biersch Brewery Restaurant - Midtown","848 Peachtree St NE Atlanta, GA 30308-1202 | ",Map,Phone: (404) 870-0805,Type: Brewpub,www.gordonbiersch.com/restaurants
"Gordon Biersch Brewery Restaurant - Myrtle Beach","3060 Howard Ave Myrtle Beach, SC 29577-1643 | ",Map,Phone: (843) 839-0249,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Navy  Yard","100 M St SE Washington, DC 20003-3519 | ",Map,Phone: (202) 484-2739,Type: Brewpub,www.gordonbiersch.com/restaurants
"Gordon Biersch Brewery Restaurant - New Orleans","200 Poydras St New Orleans, LA 70130-1641 | ",Map,Phone: (504) 552-2739,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Plano","7401 Lone Star Dr Ste B120 Plano, TX 75024-5646 | ",Map,Phone: (469) 467-0464,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Rockville","200 E Middle Ln Unit A Rockville, MD 20850-2206 | ",Map,Phone: (240) 328-1009,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - San Diego","5010 Mission Center Rd San Diego, CA 92108-3211 | ",Map,Phone: (619) 688-1120,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - San Jose","33 E San Fernando St San Jose, CA 95113-2508 | ",Map,Phone: (408) 294-6785,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Seattle","600 Pine St Seattle, WA 98101-3700 | ",Map,Phone: (206) 405-4205,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Syracuse","304 Hiawatha Blvd West #J-101 Syracuse, NY 13290 | ",Map,Phone: (315) 478-0990,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Tempe","420 S Mill Ave Ste 201 Tempe, AZ 85281-2870 | ",Map,Phone: (480) 736-0033,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Tysons Corner","7861 L. Chain Bridge Rd. Mc Lean, VA 22102-4515 | ",Map,Phone: (703) 388-5454,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Virginia Beach","4561 Virginia Beach Blvd Virginia Beach, VA 23462-3015 | ",Map,Phone: (757) 490-2739,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewery Restaurant - Washington","900 F St NW Washington, DC 20004-1404 | ",Map,Phone: (202) 783-5454,Type: Brewpub,www.craftworksrestaurants.com
"Gordon Biersch Brewing Co","357 E Taylor St San Jose, CA 95112-3105 | ",Map,Phone: (408) 278-1008,Type: Regional,www.gordonbiersch.com
"Gordon Street Tavern","114 N. Gordon Street Alvin, TX 77511-2331 | ",Map,Phone: (281) 968-7402,Type: Brewpub,www.gordonstreettavern.com
"Gore Range Brewery","105 Edwards Village Blvd Edwards, CO 81632-2970 | ",Map,Phone: (970) 926-2739,Type: Brewpub,www.gorerangebrewery.com
"Goshen Brewing Company","315 W Washington St Goshen, IN 46526-3732 | ",Map,Phone: (574) 971-5324,Type: Brewpub,www.goshenbrewing.com
"Gottberg Brew Pub","2804 13th St Columbus, NE 68601-4919 | ",Map,Phone: (402) 562-6488,Type: Brewpub,www.dustersrestaurant.com
"Grace Ridge Brewing, Inc.","3388 B St  Homer, AK 99603 | ",Map,,Type: Micro,
"Grafton Winery & Brewhaus","300 W Main St Grafton, IL 62037-1124 | ",Map,Phone: (618) 786-3001,Type: Micro,www.thegraftonwinery.com
"Grail Point Brewery","PO Box 702 Emmitsburg, MD 21727-9177 | ",Map,,Type: Proprietor,www.grailpointbeer.co
"Grain Station Brew Works","755 NE Alpine Ave Ste 200 McMinnville, OR 97128-4102 | ",Map,Phone: (503) 687-2739,Type: Brewpub,www.grainstation.com
"GrainWorks Brewing Co."," West Chester, OH 45069-2442",Map,,Type: Planning,
"Granary 'Cue and Brew","602 Avenue A San Antonio, TX 78215-1222 | ",Map,Phone: (210) 228-0124,Type: Brewpub,www.thegranarysa.com
"Grand Brew"," Fraser, CO 80442-1649",Map,Phone: (303) 550-3626,Type: Planning,
"Grand Canyon Brewing Company","233 W Route 66 Williams, AZ 86046-2530 | ",Map,Phone: (800) 513-2072,Type: Micro,www.grandcanyonbrewingco.com
"Grand Junction Brewing Co","110 S Union St Westfield, IN 46074-9458 | ",Map,Phone: (317) 804-5168,Type: Brewpub,www.grandjunctionbrewing.com
"Grand Lake Brewing Co, The","5610 Yukon St. Arvada, CO 80002 | ",Map,Phone: (303) 908-1677,Type: Brewpub,www.grandlakebrewing.com
"Grand Rapids Brewing Company","1 Ionia Ave SW Ste 100 Grand Rapids, MI 49503-5122 | ",Map,Phone: (616) 458-7000,Type: Brewpub,www.grbrewingcompany.com
"Grand River Brewery","117 W Louis Glick Hwy Jackson, MI 49201-1327 | ",Map,Phone: (517) 962-2427,Type: Brewpub,www.grandrivermarketplace.com
"Grand Rounds Brewing Company","4 3rd St SW Rochester, MN 55902-3019 | ",Map,Phone: (507) 292-1628,Type: Brewpub,www.grandroundsbrewpub.com
"Grand Teton Brewing Co","430 Old Jackson Hwy Victor, ID 83455-5500 | ",Map,,Type: Micro,
"Grandma's House","1710 S Broadway Denver, CO 80210-3102 | ",Map,Phone: (303) 578-6754,Type: Micro,www.grandmasbeer.com
"Granite City Food & Brewery","200 American Way Oxon Hill, MD 20745-4502 | ",Map,Phone: (240) 493-3900,Type: Brewpub,
"Granite City Food & Brewery ","992 Willow Rd Northbrook, IL 60062 | ",Map,Phone: (847) 504-0277,Type: Brewpub,
"Granite City Food & Brewery","150 W 96th St Indianapolis, IN 46260-4802 | ",Map,,Type: Brewpub,
"Granite City Food & Brewery","1864 W McEwen Dr Franklin, TN 37067-1782 | ",Map,,Type: Brewpub,
"Granite City Food & Brewery","24519 Cedar Rd Cleveland, OH 44124-3780 | ",Map,,Type: Brewpub,
"Granite City Food & Brewery","100 Renaissance Ctr Detroit, MI 48243-1114 | ",Map,,Type: Brewpub,
"Granite City Food & Brewery (#1)","3945 2nd St S Saint Cloud, MN 56301-3792 | ",Map,Phone: (320) 203-9000,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#10)","3330 Pilot Knob Rd Eagan, MN 55121-2055 | ",Map,Phone: (651) 452-4600,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#11)","8461 NW Prairie View Rd Kansas City, MO 64153-1842 | ",Map,Phone: (816) 587-3838,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#12)","1701 Village West Pkwy Kansas City, KS 66111-1879 | ",Map,Phone: (913) 334-2255,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#13)","15085 W 119th St Olathe, KS 66062-9628 | ",Map,Phone: (913) 829-6060,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#14)","2661 Noth Maize West Wichita, KS 67205 | ",Map,Phone: (316) 721-8500,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#15)","5500 Excelsior Blvd St Louis Park, MN 55416-2935 | ",Map,Phone: (952) 746-9900,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#16)","1001 N 102nd St Omaha, NE 68114-2155 | ",Map,Phone: (402) 393-5000,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#17)","851 Rosedale Ctr Ste 1005 Saint Paul, MN 55113- | ",Map,Phone: (651) 209-3500,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#18)","72 W Towne Mall Madison, WI 53719-1019 | ",Map,,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#19)","7144 Harrison Ave Ste 108 Rockford, IL 61112- | ",Map,Phone: (815) 332-7070,Type: Brewpub,
"Granite City Food & Brewery (#2)","2620 S Louise Ave Sioux Falls, SD 57106-4329 | ",Map,Phone: (605) 362-0000,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#21)","230 Conference Center Dr East Peoria, IL 61611-9501 | ",Map,Phone: (309) 669-8080,Type: Brewpub,www.gcfb.com
"Granite City Food & Brewery (#22)","14035 S La Grange Rd Orland Park, IL 60462-1321 | ",Map,Phone: (708) 364-1212,Type: Brewpub,www.gcfb.com
"Granite City Food & Brewery (#24)","3809 Coldwater Rd Fort Wayne, IN 46805-1101 | ",Map,Phone: (260) 471-3030,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#25)","2300 Village Dr W Maumee, OH 43537-7550 | ",Map,Phone: (419) 878-9050,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#26)","6501 Grape Rd Ste 1000 Mishawaka, IN 46545-1010 | ",Map,Phone: (574) 243-0900,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#27)","150 W 96th St Indianapolis, IN 46260-4802 | ",Map,Phone: (317) 218-7185,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#28)","699 W Big Beaver Rd Troy, MI 48084-4920 | ",Map,Phone: (248) 519-1040,Type: Brewpub,www.gcfb.com
"Granite City Food & Brewery (#29)","11411 Olive Blvd Creve Coeur, MO 63141-7108 | ",Map,Phone: (314) 432-3535,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#3)","1636 42nd St SW Fargo, ND 58103-3324 | ",Map,Phone: (701) 293-3000,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#30)","1828 Abriter Ct Naperville, IL 60563-9368 | ",Map,Phone: (630) 544-3700,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#31)","801 N Plaza Dr Schaumburg, IL 60173-4919 | ",Map,Phone: (630) 523-5700,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#32)","39603 Traditions Dr Northville, MI 48168-9496 | ",Map,Phone: (248) 662-3400,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#4)","12801 University Ave Clive, IA 50325-8219 | ",Map,Phone: (515) 224-1300,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#5)","4755 1st Ave SE Cedar Rapids, IA 52402-3211 | ",Map,Phone: (319) 395-7500,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#6)","5270 Utica Ridge Rd Davenport, IA 52807-3872 | ",Map,Phone: (563) 344-9700,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#7)","6150 O St Lincoln, NE 68510-2240 | ",Map,Phone: (402) 466-1900,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#8)","11909 Main St Maple Grove, MN 55369-7098 | ",Map,Phone: (763) 416-0010,Type: Brewpub,www.gcfb.net
"Granite City Food & Brewery (#9)","2244 N Webb Rd Wichita, KS 67226-8102 | ",Map,Phone: (316) 636-5050,Type: Brewpub,www.gcfb.net
"Granite City Food & Wort House","PO Box 278 Ellsworth, IA 50075-0278 | ",Map,Phone: (515) 836-4060,Type: Micro,www.gcfb.net
"Granite Coast Brewing Company"," Marblehead, MA 01945-1628",Map,,Type: Planning,www.granitecoastbrewing.com
"Granite Falls Brewing Co.","47 Duke St Granite Falls, NC 28630-1807 | ",Map,Phone: (828) 212-1399,Type: Brewpub,www.GraniteFallsBrewing.com
"Granite Mountain Brewing","PO Box 1109 123 N Cortez StPrescott, AZ 86302-1109 | ",Map,Phone: (928) 778-5535,Type: Micro,www.granitemountainbrewing.com
"Granite Roots Brewing","244 N Main St Troy, NH 03465- | ",Map,Phone: (603) 242-3435,Type: Micro,www.graniterootsbrewing.com
"Granville Brewing Company","5371 Columbus Rd Granville, OH 43023-9192 | ",Map,,Type: Micro,www.granvillewbrewing.com
"Grapevine Craft Brewery","906 Jean St Grapevine, TX 76051-4112 | ",Map,Phone: (817) 488-2337,Type: Micro,www.grapevineontap.com
"Grasslands Brewing Co","603 W Gaines St Ste 7 Tallahassee, FL 32304-4447 | ",Map,Phone: (850) 765-3014,Type: Micro,www.grasslandsbrewery.com
"Gravel Bottom Craft Brewery","418 Ada Dr SE Ada, MI 49301-9105 | ",Map,Phone: (616) 920-7398,Type: Proprietor,www.gravelbottom.com
"Gravely Brewing Co.","514 Baxter Ave Louisville, KY 40204-1104 | ",Map,Phone: (307) 413-5119,Type: Micro,
"Gravity Ales LLC"," ,  ",Map,,Type: Planning,
"Gravity Brew Works","11512 Hwy 14 E Big Flat, AR 72617 | ",Map,Phone: (870) 448-2077,Type: Micro,www.gravitybrewworks.com
"Gravity Brewing","1150 Pine St Unit B Louisville, CO 80027-1463 | ",Map,Phone: (303) 544-0746,Type: Micro,www.thegravitybrewing.com
"Gravity Brewlab","1521 Alton Rd # 591 Miami Beach, FL 33139-3301 | ",Map,Phone: (786) 536-7085,Type: Contract,www.Gravity.beer
"GravSouth Brewing Co.","7950 Redwood Dr Ste 15 Cotati, CA 94931-3054 | ",Map,Phone: (707) 753-4198,Type: Brewpub,www.gravsouthbrewco.com
"Gray Brewing Co","4021 Southwyck Dr Janesville, WI 53546-2014 | ",Map,Phone: (608) 756-5430,Type: Micro,
"Grayton Beer Company","217 Serenoa Rd Santa Rosa Beach, FL 32459-6099 | ",Map,Phone: (850) 231-4786,Type: Micro,www.graytonbeer.com
"Greasy Luck Brewery","791 Purchase St New Bedford, MA 02740-6345 | ",Map,Phone: (774) 425-4600,Type: Brewpub,www.greasyluckbrewery.com
"Great Adirondack Brewing Company","2442 Main St Lake Placid, NY 12946-3300 | ",Map,Phone: (518) 523-1629,Type: Brewpub,www.adksteakandseafood.com
"Great American Restaurants, Sweetwater Tavern","14250 Sweetwater Ln Centreville, VA 20121-5336 | ",Map,,Type: Brewpub,
"Great American Restaurants, Sweetwater Tavern","3066 Gate House Plz Falls Church, VA 22042-1028 | ",Map,Phone: (703) 645-8100,Type: Brewpub,www.greatamericanrestaurants.com
"Great American Restaurants, Sweetwater Tavern","45980 Waterview Plz Sterling, VA 20166-6556 | ",Map,Phone: (571) 434-6500,Type: Brewpub,www.greatamericanrestaurants.com
"Great Baraboo Brewing Co","35905 Utica Rd Clinton Township, MI 48035-2155 | ",Map,Phone: (586) 792-7397,Type: Brewpub,www.greatbaraboo.com
"Great Barn Brewery","665 Kintner Rd Kintnersville, PA 18930-9739 | ",Map,,Type: Micro,www.greatbarnbrewery.com
"Great Basin Brewing Co","846 Victorian Ave Sparks, NV 89431-5275 | ",Map,Phone: (775) 355-7711,Type: Brewpub,www.greatbasinbrewingco.com
"Great Basin Brewing Co","5525 S Virginia St Reno, NV 89502-6085 | ",Map,Phone: (775) 284-7711,Type: Micro,www.greatbasinbrewingco.com
"Great Basin Brewing Co - Production Facility","1155 S Rock Blvd Ste 490 Reno, NV 89502-7174 | ",Map,Phone: (775) 355-7711,Type: Micro,www.greatbasinbrewingco.com
"Great Beer Co","21119 Superior St Chatsworth, CA 91311-4309 | ",Map,Phone: (818) 718-2739,Type: Contract,www.greatbeerco.com
"Great Black Swamp Brewing Co","3323 Monroe St Toledo, OH 43606-4553 | ",Map,Phone: (419) 973-1256,Type: Micro,www.greatblackswampbrewing.com
"Great Burn Brewing","2230 McDonald Ave Missoula, MT 59801-8802 | ",Map,Phone: (406) 317-1557,Type: Micro,www.greatburnbrewing.com
"Great Central Brewing Company","221 N WOOD Chicago, IL 60612 | ",Map,Phone: (855) 464-4222,Type: Contract,www.greatcentralbrewing.com
"Great Change Brewing"," Chula Vista, CA 91910-7185",Map,Phone: (619) 517-0736,Type: Planning,www.greatchangebrewing.com
"Great Crescent Brewery","315 Importing St Aurora, IN 47001-1415 | ",Map,Phone: 812-655-9079,Type: Micro,www.gcbeer.com
"Great Dane Pub and Brewing Co - Downtown","123 E Doty St Ste 1 Madison, WI 53703-5134 | ",Map,Phone: (608) 284-0000,Type: Brewpub,www.greatdanepub.com
"Great Dane Pub and Brewing Co - Fitchburg","2980 Cahill Main Fitchburg, WI 53711-7146 | ",Map,Phone: (608) 442-9000,Type: Brewpub,www.greatdanepub.com
"Great Dane Pub and Brewing Co -- Hilldale","357 Price Pl Madison, WI 53705-3208 | ",Map,Phone: (608) 661-9400,Type: Brewpub,www.greatdanepub.com
"Great Dane Pub and Brewing Co- Wausau","2305 Sherman St Wausau, WI 54401-1708 | ",Map,Phone: (715) 845-3000,Type: Brewpub,www.greatdanepub.com
"Great Deep Brewing Co / Mermaid Tavern & Grille","140 Aspinall Ave Hagatna, GU 96910-5168 | ",Map,Phone: (671) 472-2337,Type: Brewpub,www.greatdeepbrewing.com
"Great Divide Brewing Co","2201 Arapahoe St Denver, CO 80205-2512 | ",Map,Phone: (303) 296-9460,Type: Regional,www.greatdivide.com
"Great Divide Brewing Co - RiNo Barrel Bar","1812 35th St Denver, CO 80216-3665 | ",Map,Phone: (303) 296-9460,Type: Micro,greatdivide.com/
"Great Flats Brewing","151 Lafayette Street Schenectady, NY 12305-2051 | ",Map,Phone: (518) 280-0232,Type: Micro,www.greatflatsbrewing.com
"Great Flood Brewing","2120 Bardstown Rd Louisville, KY 40205-1916 | ",Map,Phone: (502) 457-7711,Type: Micro,www.greatfloodbrewing.com
"Great Frontier Brewing Company","2010 S Oak St Denver, CO 80227-2050 | ",Map,Phone: (303) 932-7335,Type: Micro,www.greatfrontierbeer.com
"Great Heights Brewing Company","938 Wakefield Dr Houston, TX 77018-6204 | ",Map,Phone: (281) 220-6900,Type: Micro,www.greatheightsbrewing.com
"Great Lakes Brewing Co","1947 W 28th St Cleveland, OH 44113-3422 | ",Map,Phone: (216) 771-4404,Type: Regional,www.greatlakesbrewing.com
"Great Lakes Brewing Co","2516 Market Ave Cleveland, OH 44113-3434 | ",Map,,Type: Brewpub,www.greatlakesbrewing.com
"Great Life Brewing"," West Park, NY 12493",Map,Phone: (845) 331-3700,Type: Micro,www.greatlifebrewing.com
"Great New London Brewing Co / Safe Harbor Brewing"," New London, CT ",Map,Phone: (860) 599-8213,Type: Contract,www.safeharborbeer.com
"Great North Aleworks","1050 Holt Ave Unit 14 Manchester, NH 03109-5615 | ",Map,Phone: (603) 498-8152,Type: Micro,greatnorthaleworks.com
"Great Northern Brewing Co","2 Central Ave Whitefish, MT 59937-2547 | ",Map,Phone: (406) 863-1000,Type: Micro,www.greatnorthernbrewing.com
"Great Notion Brewing","2204 NE Alberta St Ste 101 Portland, OR 97211-5885 | ",Map,Phone: (503) 548-4491,Type: Brewpub,www.greatnotionpdx.com
"Great Raft Brewing","1251 Dalzell St Shreveport, LA 71103-3705 | ",Map,Phone: (318) 734-8101,Type: Micro,www.greatraftbrewing.com
"Great Rhythm Brewing Co.","105 Bartlett Street Portsmouth, NH 03801-7608 | ",Map,Phone: (603) 430-9640,Type: Micro,www.greatrhythmbrewing.com
"Great River Brewery","332 E 2nd St Davenport, IA 52801-1702 | ",Map,Phone: (319) 541-5160,Type: Micro,www.greatriverbrewery.com
"Great South Bay Brewery","25 Drexel Dr Bay Shore, NY 11706-2234 | ",Map,Phone: (631) 392-8472,Type: Micro,www.greatsouthbaybrewery.com
"Great Storm Brewing Co","204 Mount View Ln Ste 3 Colorado Springs, CO 80907-4375 | ",Map,Phone: (719) 266-4200,Type: Micro,www.greatstormbrewing.com
"Great Valley Farm Brewery","60 Great Valley Ln Natural Bridge, VA 24578-3601 | ",Map,Phone: (540) 521-6163,Type: Micro,greatvalleyfarmbrewery.com
"Great Waters Brewing Company","426 Saint Peter St Saint Paul, MN 55102-1105 | ",Map,Phone: (651) 224-2739,Type: Brewpub,www.greatwatersbc.com
"Greater Good"," Atlanta, GA 30341-4715",Map,,Type: Planning,
"Green Bench Brewing Co","1133 Baum Ave N Saint Petersburg, FL 33705-1555 | ",Map,Phone: (717) 800-7836,Type: Micro,www.greenbenchbrewing.com
"Green Bus Brewing","206 Eustis Ave SE Huntsville, AL 35801-4233 | ",Map,Phone: (256) 990-2477,Type: Micro,www.greenbusbrewing.com
